-6.81099987	6.63359976	0.224999994	200	0	0
-6.80600023	6.63419962	0.148000002	200	0	0
-6.80600023	6.63450003	0.187999994	200	0	0
-6.80499983	6.63390017	0.135000005	200	0	0
-6.80900002	6.63380003	0.133000001	200	0	0
-6.80999994	6.63450003	0.199000001	200	0	0
-6.79199982	6.63429976	0.165999994	200	0	0
-6.8119998	6.63359976	0.131999999	200	0	0
-6.80499983	6.63409996	0.148000002	200	0	0
-6.80700016	6.63369989	0.134000003	200	0	0
-6.81500006	6.63400078	0.144999996	200	0	0
-6.80800009	6.63439989	0.187000006	200	0	0
-6.79400015	6.63419962	0.165000007	200	0	0
-6.81400013	6.63439989	0.197999999	200	0	0
-6.8039999	6.63390017	0.149000004	200	0	0
-6.81099987	6.63439989	0.211999997	200	0	0
-6.8039999	6.63409996	0.162	200	0	0
-6.80900002	6.63380003	0.147	200	0	0
-6.80999994	6.63429976	0.186000004	200	0	0
-6.80700016	6.63369989	0.147	200	0	0
-6.80499983	6.63359976	0.148000002	200	0	0
-6.80600023	6.63400078	0.160999998	200	0	0
-6.80800009	6.63429976	0.200000003	200	0	0
-6.81500006	6.63419962	0.184	200	0	0
-6.80800009	6.63390017	0.159999996	200	0	0
-6.80999994	6.63429976	0.213	200	0	0
-6.80499983	6.63380003	0.160999998	200	0	0
-6.80800009	6.63369989	0.159999996	200	0	0
-6.80200005	6.63419962	0.202000007	200	0	0
-6.80600023	6.63359976	0.160999998	200	0	0
-6.80100012	6.63409996	0.188999996	200	0	0
-6.80999994	6.63419962	0.213	200	0	0
-6.81799984	6.63400078	0.182999998	200	0	0
-6.8130002	6.63409996	0.197999999	200	0	0
-6.8130002	6.63409996	0.224999994	200	0	0
-6.80999994	6.63390017	0.186000004	200	0	0
-6.8119998	6.63400078	0.199000001	200	0	0
-6.79899979	6.63380003	0.189999998	200	0	0
-6.80600023	6.63400078	0.214000002	200	0	0
-6.8130002	6.63359976	0.185000002	200	0	0
-6.80900002	6.63369989	0.187000006	200	0	0
-6.80800009	6.63390017	0.200000003	200	0	0
-6.80100012	6.63390017	0.215000004	200	0	0
-6.80999994	6.63380003	0.199000001	200	0	0
-6.80800009	6.63390017	0.225999996	200	0	0
-6.81099987	6.63369989	0.199000001	200	0	0
-6.81099987	6.63359976	0.199000001	200	0	0
-6.80800009	6.63380003	0.213	200	0	0
-6.81699991	6.63380003	0.224000007	200	0	0
-6.80999994	6.63369989	0.213	200	0	0
-6.80900002	6.63359976	0.213	200	0	0
-6.81599998	6.63369989	0.224000007	200	0	0
-6.81099987	6.63359976	0.224999994	200	0	0
-6.81099987	6.63509989	0.184	200	0	0
-6.79899979	6.63500023	0.202000007	200	0	0
-6.80900002	6.63490009	0.211999997	200	0	0
-6.80800009	6.63509989	0.119000003	200	0	0
-6.83099985	6.63369989	0.0719999969	200	0	0
-6.80700016	6.63509989	0.133000001	200	0	0
-6.79300022	6.63509989	0.150999993	200	0	0
-6.80800009	6.63479996	0.213	200	0	0
-6.8119998	6.63500023	0.184	200	0	0
-6.81599998	6.63460016	0.224000007	200	0	0
-6.8130002	6.63490009	0.196999997	200	0	0
-6.8119998	6.63500023	0.118000001	200	0	0
-6.80600023	6.63469982	0.214000002	200	0	0
-6.80999994	6.63500023	0.131999999	200	0	0
-6.80299997	6.63500023	0.160999998	200	0	0
-6.79699993	6.63500023	0.150000006	200	0	0
-6.80700016	6.63479996	0.200000003	200	0	0
-6.81400013	6.63490009	0.182999998	200	0	0
-6.80700016	6.63460016	0.213	200	0	0
-6.80800009	6.63469982	0.200000003	200	0	0
